src_onto,tgt_onto,alignment_method,aligner,encoder,entity1,entity1_short,entity2,entity2_short,relation,measure
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionEffect,ActionEffect,http://www.ease-crc.org/ont/SOMA.owl#ThinkAloudTopic,ThinkAloudTopic,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionEffect,ActionEffect,http://www.ease-crc.org/ont/SOMA.owl#Walking,Walking,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionEffect,ActionEffect,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event,Event,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionEffect,ActionEffect,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalBody,PhysicalBody,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionEffect,ActionEffect,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Process,Process,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionEffect,ActionEffect,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialObject,SocialObject,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionEffect,ActionEffect,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialObjectAttribute,SocialObjectAttribute,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Alteration,Alteration,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#AlterativeInteraction,AlterativeInteraction,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#AlteredObject,AlteredObject,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#AnsweringTask,AnsweringTask,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#AssumingArmPose,AssumingArmPose,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#AttentionShift,AttentionShift,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#AvoidedObject,AvoidedObject,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Clumsiness,Clumsiness,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#CommitedObject,CommitedObject,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#CreatedObject,CreatedObject,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#DesignedComponent,DesignedComponent,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#DesignedTool,DesignedTool,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#DestroyedObject,DestroyedObject,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#DirectedMotion,DirectedMotion,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#EnclosedObject,EnclosedObject,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#ForgettingIrrelevantInformation,ForgettingIrrelevantInformation,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#InterrogativeClause,InterrogativeClause,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#JointState,JointState,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#KineticFrictionAttribute,KineticFrictionAttribute,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Labeling,Labeling,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#MetacognitiveMonitoring,MetacognitiveMonitoring,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#MotionDescription,MotionDescription,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Proprioceiving,Proprioceiving,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Prospecting,Prospecting,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#PuttingDown,PuttingDown,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#ReleasingMotion,ReleasingMotion,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Remembering,Remembering,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Setpoint,Setpoint,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#SphereShape,SphereShape,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#Tapping,Tapping,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#ThinkAloud,ThinkAloud,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#ThinkAloudActionTopic,ThinkAloudActionTopic,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#ThinkAloudKnowledgeTopic,ThinkAloudKnowledgeTopic,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#ThinkAloudPerceptionTopic,ThinkAloudPerceptionTopic,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ease-crc.org/ont/SOMA.owl#ThinkAloudTopic,ThinkAloudTopic,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Parameter,Parameter,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalAttribute,PhysicalAttribute,=,1.0
tp-ont,SOMA,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://purl.org/ai4s/ontology/planning#ActionParameter,ActionParameter,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialObjectAttribute,SocialObjectAttribute,=,1.0
tp-ont,knowrob,kge,ConvEAligner,GraphTripleEncoder,https://w3id.org/tp-ont/ontology#TemporalConstraint,TemporalConstraint,http://knowrob.org/kb/knowrob.owl#TemporalConstraint,TemporalConstraint,=,1.0
tp-ont,knowrob,kge,ConvEAligner,GraphTripleEncoder,https://w3id.org/tp-ont/ontology#Plan,Plan,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Plan,Plan,=,1.0
tp-ont,knowrob,kge,ConvEAligner,GraphTripleEncoder,https://w3id.org/tp-ont/ontology#Place,Place,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Place,Place,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#CartesianCoordinateSystem,CartesianCoordinateSystem,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#ElectricalDevice,ElectricalDevice,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#ElectricalPlug,ElectricalPlug,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#FaultyHardware,FaultyHardware,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#Flashlight,Flashlight,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#FlyingRobot,FlyingRobot,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#IndexFinger,IndexFinger,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#IndicatorLight,IndicatorLight,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#KeepUpright,KeepUpright,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#Lightbulb,Lightbulb,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#LittleFinger,LittleFinger,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#MiddleFinger,MiddleFinger,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#NumberArgument,NumberArgument,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#ObjectOverlooked,ObjectOverlooked,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#Pin,Pin,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#ResourceNotFound,ResourceNotFound,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#SensorDevice,SensorDevice,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#Stirring,Stirring,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#TopGraspDisposition,TopGraspDisposition,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#UnpoweredHardware,UnpoweredHardware,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#VideoScreen,VideoScreen,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#WallMirror,WallMirror,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://knowrob.org/kb/knowrob.owl#Wheel,Wheel,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ease-crc.org/ont/SOMA.owl#DesignedComponent,DesignedComponent,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ease-crc.org/ont/SOMA.owl#DesignedTool,DesignedTool,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ease-crc.org/ont/SOMA.owl#Hand,Hand,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ease-crc.org/ont/SOMA.owl#PhysicalEffector,PhysicalEffector,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,Agent,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Concept,Concept,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact,DesignedArtifact,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedSubstance,DesignedSubstance,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Entity,Entity,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#InformationEntity,InformationEntity,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Object,Object,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalAgent,PhysicalAgent,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalArtifact,PhysicalArtifact,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalAttribute,PhysicalAttribute,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Instrument,Instrument,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalObject,PhysicalObject,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Airplane,Airplane,http://knowrob.org/kb/knowrob.owl#ObjectOverlooked,ObjectOverlooked,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Airplane,Airplane,http://www.ease-crc.org/ont/SOMA.owl#DesignedContainer,DesignedContainer,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Airplane,Airplane,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#DesignedArtifact,DesignedArtifact,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Airplane,Airplane,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Object,Object,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Airplane,Airplane,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalArtifact,PhysicalArtifact,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Airplane,Airplane,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#PhysicalObject,PhysicalObject,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#AvoidLookingAt,AvoidLookingAt,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#CenterOfObject,CenterOfObject,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Chopping,Chopping,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Cleaning,Cleaning,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#ComputationalPredicate,ComputationalPredicate,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#ComputationalProcedure,ComputationalProcedure,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Connector,Connector,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Constraint,Constraint,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Cutting,Cutting,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Destructing,Destructing,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Duration,Duration,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#ElectricalDevice,ElectricalDevice,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Flashlight,Flashlight,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#FlatScreenMonitor,FlatScreenMonitor,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Flipping,Flipping,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#GraspingDisposition,GraspingDisposition,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#KeepLeftOf,KeepLeftOf,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#KeepPerpendicularTo,KeepPerpendicularTo,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#KeepRelativeLocation,KeepRelativeLocation,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Lamp-Hanging,Lamp-Hanging,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#LittleFinger,LittleFinger,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#MiddleFinger,MiddleFinger,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#MoveCarefully,MoveCarefully,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#PerceptionFeature,PerceptionFeature,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Pouring,Pouring,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#PouringInto,PouringInto,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#PouringOnto,PouringOnto,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#Proprioception,Proprioception,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#ResourceNotFound,ResourceNotFound,=,1.0
tp-ont,knowrob,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Action,Action,http://knowrob.org/kb/knowrob.owl#RfidPerception,RfidPerception,=,1.0
